Path,Speaker,Emotion,Transcript
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_far_fear.wav,OAF,Fear,Say the word far.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_fat_fear.wav,OAF,Fear,Say the word fat.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_fit_fear.wav,OAF,Fear,Say the word fit.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_five_fear.wav,OAF,Fear,Say the word five.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_food_fear.wav,OAF,Fear,Say the word food.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_gap_fear.wav,OAF,Fear,Say the word gap.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_gas_fear.wav,OAF,Fear,Say the word gas.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_gaze_fear.wav,OAF,Fear,Say the word gaze.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_germ_fear.wav,OAF,Fear,Say the word germ.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_get_fear.wav,OAF,Fear,Say the word get.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_gin_fear.wav,OAF,Fear,"Say the word, Jim."
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_goal_fear.wav,OAF,Fear,Say the word goal.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_good_fear.wav,OAF,Fear,Say the word good.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_goose_fear.wav,OAF,Fear,Say the word goose!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_gun_fear.wav,OAF,Fear,Say the word gun.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_half_fear.wav,OAF,Fear,Say the word half.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_hall_fear.wav,OAF,Fear,Say the word hall.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_hash_fear.wav,OAF,Fear,Say the word hash.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_hate_fear.wav,OAF,Fear,Say the word hate.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_have_fear.wav,OAF,Fear,Say the word have.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_haze_fear.wav,OAF,Fear,Say the word haze.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_hire_fear.wav,OAF,Fear,Say the word higher.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_hit_fear.wav,OAF,Fear,Say the word hit.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_hole_fear.wav,OAF,Fear,Say the word hole.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_home_fear.wav,OAF,Fear,Say the word home.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_hurl_fear.wav,OAF,Fear,Say the word hurl.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_hush_fear.wav,OAF,Fear,Say the word hush.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_jail_fear.wav,OAF,Fear,Say the word jail.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_jar_fear.wav,OAF,Fear,Say the word JAR!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_join_fear.wav,OAF,Fear,"Say the word, join!"
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_judge_fear.wav,OAF,Fear,Say the word judge!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_jug_fear.wav,OAF,Fear,"Say the word, Jug!"
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_juice_fear.wav,OAF,Fear,Say the word juice.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_keen_fear.wav,OAF,Fear,Say the word king.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_keep_fear.wav,OAF,Fear,Say the word keep.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_keg_fear.wav,OAF,Fear,Say the word KING.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_kick_fear.wav,OAF,Fear,Say the word kick.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_kill_fear.wav,OAF,Fear,Say the word kill.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_king_fear.wav,OAF,Fear,Say the word king.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_kite_fear.wav,OAF,Fear,Say the word kite.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_knock_fear.wav,OAF,Fear,Say the word knock.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_late_fear.wav,OAF,Fear,Say the word late.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_laud_fear.wav,OAF,Fear,Say the word law.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_lean_fear.wav,OAF,Fear,Say the word Lee.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_learn_fear.wav,OAF,Fear,Say the word learn.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_lease_fear.wav,OAF,Fear,Say the word lease.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_lid_fear.wav,OAF,Fear,Say the word lid.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_life_fear.wav,OAF,Fear,Say the word life.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_limb_fear.wav,OAF,Fear,Say the word limb.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_live_fear.wav,OAF,Fear,Say the word live.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_loaf_fear.wav,OAF,Fear,Say the word loaf.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_long_fear.wav,OAF,Fear,Say the word long.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_lore_fear.wav,OAF,Fear,Say the word lore.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_lose_fear.wav,OAF,Fear,Say the word lose.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_lot_fear.wav,OAF,Fear,Say the word lot.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_love_fear.wav,OAF,Fear,Say the word love.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_luck_fear.wav,OAF,Fear,Say the word luck.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_make_fear.wav,OAF,Fear,Say the word make.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_match_fear.wav,OAF,Fear,Say the word match.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_merge_fear.wav,OAF,Fear,Say the word merch!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_mess_fear.wav,OAF,Fear,Say the word mess.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_met_fear.wav,OAF,Fear,Say the word met.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_mill_fear.wav,OAF,Fear,Say the word mill.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_mob_fear.wav,OAF,Fear,Say the word mob.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_mode_fear.wav,OAF,Fear,Say the word mode.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_mood_fear.wav,OAF,Fear,Say the word mood!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_moon_fear.wav,OAF,Fear,Say the word moon.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_mop_fear.wav,OAF,Fear,Say the word mop!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_mouse_fear.wav,OAF,Fear,Say the word most.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_nag_fear.wav,OAF,Fear,"Say the word, nag."
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_name_fear.wav,OAF,Fear,Say the word name.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_near_fear.wav,OAF,Fear,Say the word near.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_neat_fear.wav,OAF,Fear,Say the word neat.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_nice_fear.wav,OAF,Fear,Say the word nice.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_note_fear.wav,OAF,Fear,Say the word note.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_numb_fear.wav,OAF,Fear,Say the word numb.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_pad_fear.wav,OAF,Fear,Say the word pad.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_page_fear.wav,OAF,Fear,Say the word page.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_pain_fear.wav,OAF,Fear,Say the word pain.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_pass_fear.wav,OAF,Fear,Say the word pass.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_pearl_fear.wav,OAF,Fear,Say the word Pearl.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_peg_fear.wav,OAF,Fear,Say the word peg.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_perch_fear.wav,OAF,Fear,Say the word perch.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_phone_fear.wav,OAF,Fear,Say the word phone.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_pick_fear.wav,OAF,Fear,Say the word pick.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_pike_fear.wav,OAF,Fear,Say the word Pike.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_pole_fear.wav,OAF,Fear,Say the word pull.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_pool_fear.wav,OAF,Fear,Say the word POOL.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_puff_fear.wav,OAF,Fear,Say the word puff.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_rag_fear.wav,OAF,Fear,Say the word rag.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_raid_fear.wav,OAF,Fear,"Say the word, raid."
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_rain_fear.wav,OAF,Fear,Say the word rain.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_raise_fear.wav,OAF,Fear,Say the word raise.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_rat_fear.wav,OAF,Fear,Say the word rat.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_reach_fear.wav,OAF,Fear,Say the word reach.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_read_fear.wav,OAF,Fear,Say the word read.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_red_fear.wav,OAF,Fear,Say the word red.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_ring_fear.wav,OAF,Fear,Say the word ring.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_ripe_fear.wav,OAF,Fear,"Say the word, right?"
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_road_fear.wav,OAF,Fear,Say the word road.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_room_fear.wav,OAF,Fear,Say the word room.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_rose_fear.wav,OAF,Fear,Say the word rose.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_rot_fear.wav,OAF,Fear,Say the word rot.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_rough_fear.wav,OAF,Fear,Say the word rough.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_rush_fear.wav,OAF,Fear,Say the word rush.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_said_fear.wav,OAF,Fear,"Say the word, San."
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_sail_fear.wav,OAF,Fear,"Say the word, Sail."
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_search_fear.wav,OAF,Fear,Say the word search.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_seize_fear.wav,OAF,Fear,Say the word cease.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_sell_fear.wav,OAF,Fear,Say the word sell.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_shack_fear.wav,OAF,Fear,Say the word Shaq.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_shall_fear.wav,OAF,Fear,Say the word shall.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_shawl_fear.wav,OAF,Fear,Say the word shall.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_sheep_fear.wav,OAF,Fear,Say the word sheep.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_shirt_fear.wav,OAF,Fear,Say the word shirt.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_should_fear.wav,OAF,Fear,Say the word should...
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_shout_fear.wav,OAF,Fear,Say the word SHOT.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_size_fear.wav,OAF,Fear,Say the word size.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_soap_fear.wav,OAF,Fear,Say the word so.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_soup_fear.wav,OAF,Fear,Say the word soup.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_sour_fear.wav,OAF,Fear,Say the word Sour.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_south_fear.wav,OAF,Fear,Say the word South!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_sub_fear.wav,OAF,Fear,Say the word sub.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_such_fear.wav,OAF,Fear,Say the words such.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_sure_fear.wav,OAF,Fear,Say the word sure.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_take_fear.wav,OAF,Fear,Say the word take.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_talk_fear.wav,OAF,Fear,Say the word talk.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_tape_fear.wav,OAF,Fear,Say the word tape.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_team_fear.wav,OAF,Fear,Say the word team.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_tell_fear.wav,OAF,Fear,Say the word tell.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_thin_fear.wav,OAF,Fear,Say the word thin.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_third_fear.wav,OAF,Fear,Say the word third.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_thought_fear.wav,OAF,Fear,Say the word thought.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_thumb_fear.wav,OAF,Fear,Say the word thumb.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_time_fear.wav,OAF,Fear,Say the word time.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_tip_fear.wav,OAF,Fear,Say the word tip.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_tire_fear.wav,OAF,Fear,Say the word tire.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_ton_fear.wav,OAF,Fear,Say the word ton.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_tool_fear.wav,OAF,Fear,Say the word tool.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_tough_fear.wav,OAF,Fear,Say the word tough.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_turn_fear.wav,OAF,Fear,Say the word turn.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_vine_fear.wav,OAF,Fear,Say the word fine.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_voice_fear.wav,OAF,Fear,Say the word voice.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_void_fear.wav,OAF,Fear,Say the word void.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_vote_fear.wav,OAF,Fear,Say the word vote.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_wag_fear.wav,OAF,Fear,Say the word wag.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_walk_fear.wav,OAF,Fear,Say the word walk.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_wash_fear.wav,OAF,Fear,Say the word wash.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_week_fear.wav,OAF,Fear,Say the word weak.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_wheat_fear.wav,OAF,Fear,Say the word wheat.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_when_fear.wav,OAF,Fear,Say the word win.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_which_fear.wav,OAF,Fear,Say the word which?
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_whip_fear.wav,OAF,Fear,Say the word whip.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_white_fear.wav,OAF,Fear,Say the word white.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_wife_fear.wav,OAF,Fear,Say the word wife.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_wire_fear.wav,OAF,Fear,"Say the word, why?"
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_witch_fear.wav,OAF,Fear,Say the word which?
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_yearn_fear.wav,OAF,Fear,Say the word yearn.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_yes_fear.wav,OAF,Fear,Say the word yes.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_young_fear.wav,OAF,Fear,Say the word young.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Fear/OAF_youth_fear.wav,OAF,Fear,Say the word youth.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_back_ps.wav,OAF,Pleasant_surprise,Say the word back.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_bar_ps.wav,OAF,Pleasant_surprise,Say the word bar!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_base_ps.wav,OAF,Pleasant_surprise,Say the word base.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_bath_ps.wav,OAF,Pleasant_surprise,Say the word bath.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_bean_ps.wav,OAF,Pleasant_surprise,Say the word being.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_beg_ps.wav,OAF,Pleasant_surprise,Say the word big.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_bite_ps.wav,OAF,Pleasant_surprise,Say the word bite.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_boat_ps.wav,OAF,Pleasant_surprise,Say the word bold.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_bone_ps.wav,OAF,Pleasant_surprise,Say the word bone.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_book_ps.wav,OAF,Pleasant_surprise,Say the word book!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_bought_ps.wav,OAF,Pleasant_surprise,Say the word bought.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_burn_ps.wav,OAF,Pleasant_surprise,Say the word burn.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_cab_ps.wav,OAF,Pleasant_surprise,Say the word cab.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_calm_ps.wav,OAF,Pleasant_surprise,Say the word calm.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_came_ps.wav,OAF,Pleasant_surprise,Say the word came.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_cause_ps.wav,OAF,Pleasant_surprise,Say the word cause.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_chain_ps.wav,OAF,Pleasant_surprise,Say the word chain.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_chair_ps.wav,OAF,Pleasant_surprise,Say the word chair.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_chalk_ps.wav,OAF,Pleasant_surprise,Say the word chalk.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_chat_ps.wav,OAF,Pleasant_surprise,Say the word chat.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_check_ps.wav,OAF,Pleasant_surprise,Say the word check.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_cheek_ps.wav,OAF,Pleasant_surprise,Say the word G.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_chief_ps.wav,OAF,Pleasant_surprise,Say the word chief.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_choice_ps.wav,OAF,Pleasant_surprise,Say the word choice.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_cool_ps.wav,OAF,Pleasant_surprise,Say the word cool.
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_dab_ps.wav,OAF,Pleasant_surprise,Say the word DAB!
/content/drive/MyDrive/speech_emotion_project/data/OAF_Pleasant_surprise/OAF_date_ps.wav,OAF,Pleasant_surprise,Say the word date.
